1403636579763555584,0,0,0,0,0,0,1
1403636579813555456,0.000492685,0.0153491,0.00595106,0.0013855,0.00272166,-0.000363376,0.999995
1403636579863555584,-0.000155532,0.0356946,0.0216233,-0.0003978,0.00483998,-0.00170705,0.999987
1403636579913555456,-0.000588325,0.0581701,0.0208819,-0.00564057,0.00589191,-0.00288269,0.999963
1403636579963555584,-0.00109465,0.082683,0.0283819,-0.0118004,0.00573031,-0.00265782,0.99991
1403636580013555456,-0.00171861,0.111614,0.0419613,-0.0162174,0.00562874,-0.000767647,0.999852
1403636580063555584,0.00300456,0.124531,0.0384641,-0.0210302,0.00588602,-0.000815243,0.999761
1403636580113555456,0.000225316,0.161725,0.0547792,-0.0224779,0.00551957,0.00154638,0.999731
1403636580163555584,0.00328697,0.178886,0.0536819,-0.0245013,0.00483798,0.00310464,0.999683
1403636580213555456,-0.00552845,0.192446,0.0636788,-0.0273701,0.00511223,0.00271637,0.999609
1403636580263555584,0.000352378,0.21116,0.0662878,-0.0302014,0.00486322,0.00124369,0.999531
1403636580313555456,-0.00472667,0.228684,0.0629768,-0.0342661,0.00570158,-0.0016575,0.999395
1403636580363555584,0.000193707,0.245972,0.0686512,-0.039773,0.00409536,-0.00205199,0.999198
1403636580413555456,-0.000811017,0.279344,0.0647584,-0.0467277,0.00369,-0.00244499,0.998898
1403636580463555584,-0.000462215,0.27004,0.0734686,-0.0571179,0.00298582,-0.00371361,0.998356
1403636580513555456,-0.00455566,0.275406,0.0673401,-0.0657372,0.0029481,-0.0035141,0.997826
1403636580563555584,-0.0079217,0.284424,0.0776957,-0.071081,0.0019426,-0.00189362,0.997467
1403636580613555456,-0.0136354,0.2623,0.0704803,-0.0749939,0.00117557,-0.00189861,0.997181
1403636580663555584,-0.00809845,0.252687,0.0672813,-0.0729382,0.000450342,-0.00130541,0.997336
1403636580713555456,-0.00940167,0.229811,0.0582669,-0.0686532,0.00176645,-0.0031164,0.997634
1403636580763555584,-0.0104869,0.201908,0.0524782,-0.0633756,0.00389659,-0.00573127,0.997966
1403636580813555456,-0.0122173,0.173467,0.0521494,-0.0563296,0.00755722,-0.00908121,0.998342
1403636580863555584,-0.0112829,0.130941,0.0349492,-0.0494262,0.0125881,-0.0128709,0.998616
1403636580913555456,-0.0127513,0.0962586,0.0365817,-0.0418423,0.0180327,-0.0169161,0.998818
1403636580963555584,-0.0122651,0.0525611,0.0275549,-0.0346711,0.0200505,-0.0194948,0.999007
1403636581013555456,-0.0172789,0.0242671,0.0230083,-0.0268105,0.0205089,-0.020125,0.999227
1403636581063555584,-0.0190511,-0.00371313,0.0212036,-0.0197305,0.0195514,-0.0190576,0.999432
1403636581113555456,-0.0155565,-0.0374582,0.0149567,-0.0127349,0.0196698,-0.0171857,0.999578
1403636581163555584,-0.0189235,-0.0678171,-0.00420736,-0.00563058,0.0203835,-0.014979,0.999664
1403636581213555456,-0.0176854,-0.080711,-0.00409987,0.00348882,0.0207045,-0.0131008,0.999694
1403636581263555584,-0.0190078,-0.107462,-0.0122324,0.0122249,0.0212022,-0.0119007,0.99963
1403636581313555456,-0.0202109,-0.131926,-0.0248225,0.0182505,0.0209265,-0.0120802,0.999541
1403636581363555584,-0.0162299,-0.135748,-0.0188709,0.0238744,0.0216349,-0.0132146,0.999393
1403636581413555456,-0.012351,-0.137362,-0.0202386,0.0251779,0.023314,-0.0143728,0.999308
1403636581463555584,-0.012496,-0.126904,-0.0248077,0.023123,0.0245923,-0.0170586,0.999285
1403636581513555456,-0.0140575,-0.110093,-0.0216651,0.0178812,0.0261136,-0.0196578,0.999306
1403636581563555584,-0.0104462,-0.0842571,-0.0106695,0.0117366,0.0266364,-0.0187602,0.9994
1403636581613555456,-0.0150259,-0.0616114,0.000245297,0.00518656,0.026003,-0.0172891,0.999499
1403636581663555584,-0.0107603,-0.0175187,0.0101958,0.00119968,0.0251057,-0.0144982,0.999579
1403636581713555456,-0.0037673,-0.00265402,0.0154328,-0.00339479,0.0241932,-0.0163854,0.999567
